Tel,Livesp,District,Floor,Bal,Price,lon,Walk,Kitsp,rooms,Metrodist,Totsp,lat,New,Brick,N,NFloor
1,32.0,4,7,1,8450000,37.758626,1,0,2,15,54.0,55.646589,0,0,150690935,17
0,0,4,6,0,3373500,37.685072,1,0,1,5,17.3,55.751913,0,1,150200804,10
0,0,4,2,0,3373783,37.774751,0,0,1,4,24.4,55.670397,0,0,150842916,17
0,0,4,13,0,3436755,37.774751,0,0,1,4,23.1,55.670397,0,0,150843145,17
0,0,4,15,0,3480212,37.774751,0,0,1,4,23.4,55.670397,0,0,150843242,17
0,15.6,4,7,1,3599999,37.938388,0,0,1,0,32.5,55.701993,0,0,149468349,7
0,0,4,7,0,3618550,37.774751,0,0,1,4,24.7,55.670397,0,0,150843378,17
0,0,4,12,0,3624915,37.774751,0,0,1,4,24.2,55.670397,0,0,150843497,17
0,18.5,4,15,0,3628154,37.704716,1,0,1,20,26.8,55.645719,0,1,149505561,32
0,15.8,4,14,1,3690000,37.93386,0,0,1,0,32.6,55.705255,0,1,150129680,17
0,20.2,4,8,0,3763581,37.704716,1,0,1,20,28.1,55.645719,0,1,150608470,32
0,18.1,4,31,0,3773630,37.704716,1,0,1,20,25.9,55.645719,0,1,149505501,32
0,15.6,4,9,1,3814200,37.937247,0,0,1,0,32.6,55.701572,0,0,150025902,17
0,19.9,4,25,0,3890674,37.704716,1,0,1,20,27.3,55.645719,0,1,149505559,32
0,15.6,4,25,0,3896080,37.704316,0,0,1,0,30.9,55.648167,0,1,148974787,32
0,15.6,4,7,1,3912000,37.937247,0,0,1,0,32.6,55.701572,0,0,148746861,17
1,19.0,4,13,1,3920000,37.93937,0,0,1,12,37.0,55.700966,0,0,149606182,17
0,15.6,4,10,1,3927300,37.936196,0,0,1,0,32.0,55.701841,0,0,137942914,17
1,16.2,4,5,1,3951900,37.935819,0,0,1,0,36.7,55.704266,0,0,148748835,17
0,15.6,4,10,1,3975000,37.936196,0,0,1,20,31.8,55.701841,0,0,149390179,17
0,0,4,10,1,4000000,37.93554,0,0,1,11,31.8,55.702526,0,0,150024337,17
0,0,4,13,1,4012500,37.93554,0,0,1,11,31.9,55.702526,0,0,150791891,17
0,21.9,4,8,0,4049947,37.704716,1,0,1,20,32.0,55.645719,0,1,148938443,32
0,18.5,4,5,1,4100000,37.795565,0,0,1,15,32.0,55.635559,0,0,150786620,9
0,20.0,4,15,1,4170000,37.915247,0,0,1,15,39.0,55.683595,0,0,150738429,16
0,21.9,4,28,0,4171726,37.704716,1,0,1,20,30.9,55.645719,0,1,148938418,32
1,35.0,4,22,1,12300000,37.754709,1,0,2,10,62.0,55.713927,0,0,148642177,23
1,53.0,4,14,0,19900000,37.7206,1,0,3,5,105.0,55.688669,0,1,150508639,25
0,69.0,4,4,1,14950000,37.791145,1,0,4,30,103.0,55.670153,0,0,148875459,12
0,0,4,6,0,3373500,37.685072,1,0,1,5,17.3,55.751913,0,1,150200804,10
0,0,4,2,0,3373783,37.774751,0,0,1,4,24.4,55.670397,0,0,150842916,17
0,0,4,13,0,3436755,37.774751,0,0,1,4,23.1,55.670397,0,0,150843145,17
0,0,4,15,0,3480212,37.774751,0,0,1,4,23.4,55.670397,0,0,150843242,17
0,15.6,4,7,1,3599999,37.938388,0,0,1,0,32.5,55.701993,0,0,149468349,7
0,0,4,7,0,3618550,37.774751,0,0,1,4,24.7,55.670397,0,0,150843378,17
0,0,4,12,0,3624915,37.774751,0,0,1,4,24.2,55.670397,0,0,150843497,17
0,18.5,4,15,0,3628154,37.704716,1,0,1,20,26.8,55.645719,0,1,149505561,32
0,15.8,4,14,1,3690000,37.93386,0,0,1,0,32.6,55.705255,0,1,150129680,17
0,20.2,4,8,0,3763581,37.704716,1,0,1,20,28.1,55.645719,0,1,150608470,32
0,18.1,4,31,0,3773630,37.704716,1,0,1,20,25.9,55.645719,0,1,149505501,32
0,15.6,4,9,1,3814200,37.937247,0,0,1,0,32.6,55.701572,0,0,150025902,17
0,19.9,4,25,0,3890674,37.704716,1,0,1,20,27.3,55.645719,0,1,149505559,32
0,15.6,4,25,0,3896080,37.704316,0,0,1,0,30.9,55.648167,0,1,148974787,32
0,15.6,4,7,1,3912000,37.937247,0,0,1,0,32.6,55.701572,0,0,148746861,17
1,19.0,4,13,1,3920000,37.93937,0,0,1,12,37.0,55.700966,0,0,149606182,17
0,15.6,4,10,1,3927300,37.936196,0,0,1,0,32.0,55.701841,0,0,137942914,17
1,16.2,4,5,1,3951900,37.935819,0,0,1,0,36.7,55.704266,0,0,148748835,17
0,15.6,4,10,1,3975000,37.936196,0,0,1,20,31.8,55.701841,0,0,149390179,17
0,0,4,10,1,4000000,37.93554,0,0,1,11,31.8,55.702526,0,0,150024337,17
0,0,4,13,1,4012500,37.93554,0,0,1,11,31.9,55.702526,0,0,150791891,17
0,21.9,4,8,0,4049947,37.704716,1,0,1,20,32.0,55.645719,0,1,148938443,32
0,18.5,4,5,1,4100000,37.795565,0,0,1,15,32.0,55.635559,0,0,150786620,9
0,20.0,4,15,1,4170000,37.915247,0,0,1,15,39.0,55.683595,0,0,150738429,16
0,21.9,4,28,0,4171726,37.704716,1,0,1,20,30.9,55.645719,0,1,148938418,32
0,19.1,5,3,1,5861250,37.706353,1,0,1,10,37.5,55.622766,0,1,150351183,22
0,31.1,5,2,1,10653046,37.636759,1,0,2,15,61.5,55.698522,0,1,149417101,20
0,28.8,5,2,0,19767923,37.58968,1,0,2,2,87.4,55.708754,0,1,150508099,13
0,0,5,18,1,2886788,37.653976,0,0,1,3,25.8,55.604896,0,0,150339471,18
0,17.0,5,1,0,2950000,37.753236,1,0,1,9,19.0,55.634298,0,0,141092460,14
0,0,5,10,1,2961480,37.653976,0,0,1,3,27.6,55.604896,0,0,150783644,18
0,0,5,18,1,2979684,37.653976,0,0,1,3,25.7,55.604896,0,0,150339470,18
0,0,5,18,1,3043619,37.653976,0,0,1,3,27.4,55.604896,0,0,150339468,18
0,13.0,5,1,0,3140000,37.617986,1,0,1,12,24.0,55.60669,0,0,150478550,9
0,12.0,5,1,0,3140000,37.617986,1,0,1,12,24.0,55.60669,0,0,150475672,9
0,0,5,18,1,3187469,37.653976,0,0,1,3,28.8,55.604896,0,0,150339300,18
0,0,5,15,1,3188378,37.653976,0,0,1,3,27.5,55.604896,0,0,150339455,16
0,15.0,5,6,1,3660800,37.72539,1,0,1,10,28.6,55.599926,0,1,150703591,19
0,20.0,5,1,0,3750000,37.647046,0,0,1,7,31.0,55.595644,0,0,149423366,5
0,16.0,5,1,1,3770000,37.644082,0,0,1,0,36.0,55.585337,0,0,150393981,9
0,40.0,5,2,0,3800000,37.640003,0,0,2,0,40.0,55.703464,0,1,149641627,5
0,40.0,5,2,0,3800000,37.640003,1,0,2,15,40.0,55.703464,0,1,148971066,5
0,18.0,5,4,0,3800000,37.648609,1,0,1,10,24.0,55.624749,0,0,150137124,5
0,35.0,5,2,0,3800000,37.640003,0,0,2,0,40.0,55.703464,0,0,150058173,5
0,35.0,5,2,0,3800000,37.640003,1,0,2,10,40.0,55.703464,0,1,148325358,5
0,19.0,5,10,0,3850000,37.655841,0,0,2,0,39.0,55.578294,0,0,150799077,10
1,20.0,5,7,1,3990000,37.668076,0,0,1,5,31.0,55.580635,0,0,150886569,12
0,19.5,5,6,0,3999000,37.663288,0,0,1,15,35.0,55.58266,0,0,150782770,12
0,35.0,5,2,1,4000000,37.640003,0,0,2,0,40.0,55.703464,0,1,149640506,5
0,35.0,5,2,0,4000000,37.640003,1,0,2,10,40.0,55.703464,0,1,148970463,5
0,40.0,5,3,0,4100000,37.640003,0,0,2,0,40.0,55.703464,0,1,149641118,5
0,40.0,5,4,0,4100000,37.640003,0,0,2,0,40.0,55.703464,0,1,150058294,4
0,35.0,5,3,0,4100000,37.640003,1,0,2,10,40.0,55.703464,0,0,149459988,5
0,18.2,5,20,0,4888650,37.603023,1,0,1,5,34.5,55.588738,0,0,150676258,25
1,145.0,5,2,1,100000000,37.660736,1,0,5,14,220.0,55.671077,0,1,148795595,11
1,30.0,5,6,1,6050000,37.705167,1,0,1,13,34.7,55.618964,0,0,42762258,16
0,0,5,18,1,2886788,37.653976,0,0,1,3,25.8,55.604896,0,0,150339471,18
0,17.0,5,1,0,2950000,37.753236,1,0,1,9,19.0,55.634298,0,0,141092460,14
0,0,5,10,1,2961480,37.653976,0,0,1,3,27.6,55.604896,0,0,150783644,18
0,0,5,18,1,2979684,37.653976,0,0,1,3,25.7,55.604896,0,0,150339470,18
0,0,5,18,1,3043619,37.653976,0,0,1,3,27.4,55.604896,0,0,150339468,18
0,13.0,5,1,0,3140000,37.617986,1,0,1,12,24.0,55.60669,0,0,150478550,9
0,12.0,5,1,0,3140000,37.617986,1,0,1,12,24.0,55.60669,0,0,150475672,9
0,0,5,18,1,3187469,37.653976,0,0,1,3,28.8,55.604896,0,0,150339300,18
0,0,5,15,1,3188378,37.653976,0,0,1,3,27.5,55.604896,0,0,150339455,16
0,15.0,5,6,1,3660800,37.72539,1,0,1,10,28.6,55.599926,0,1,150703591,19
0,20.0,5,1,0,3750000,37.647046,0,0,1,7,31.0,55.595644,0,0,149423366,5
0,16.0,5,1,1,3770000,37.644082,0,0,1,0,36.0,55.585337,0,0,150393981,9
0,40.0,5,2,0,3800000,37.640003,0,0,2,0,40.0,55.703464,0,1,149641627,5
0,40.0,5,2,0,3800000,37.640003,1,0,2,15,40.0,55.703464,0,1,148971066,5
0,18.0,5,4,0,3800000,37.648609,1,0,1,10,24.0,55.624749,0,0,150137124,5
0,35.0,5,2,0,3800000,37.640003,0,0,2,0,40.0,55.703464,0,0,150058173,5
0,35.0,5,2,0,3800000,37.640003,1,0,2,10,40.0,55.703464,0,1,148325358,5
0,19.0,5,10,0,3850000,37.655841,0,0,2,0,39.0,55.578294,0,0,150799077,10
1,20.0,5,7,1,3990000,37.668076,0,0,1,5,31.0,55.580635,0,0,150886569,12
0,19.5,5,6,0,3999000,37.663288,0,0,1,15,35.0,55.58266,0,0,150782770,12
0,35.0,5,2,1,4000000,37.640003,0,0,2,0,40.0,55.703464,0,1,149640506,5
0,35.0,5,2,0,4000000,37.640003,1,0,2,10,40.0,55.703464,0,1,148970463,5
0,40.0,5,3,0,4100000,37.640003,0,0,2,0,40.0,55.703464,0,1,149641118,5
0,40.0,5,4,0,4100000,37.640003,0,0,2,0,40.0,55.703464,0,1,150058294,4
0,35.0,5,3,0,4100000,37.640003,1,0,2,10,40.0,55.703464,0,0,149459988,5
1,72.0,5,8,1,68300000,37.612506,1,0,4,3,136.6,55.712152,0,1,149882333,8
1,18.5,5,9,0,4300000,37.667114,0,0,1,15,32.0,55.59428,0,0,150145956,10
1,95.0,5,7,0,38740750,37.644477,1,0,3,15,185.5,55.71271,0,1,149566281,8
0,0,5,18,1,2886788,37.653976,0,0,1,3,25.8,55.604896,0,0,150339471,18
0,17.0,5,1,0,2950000,37.753236,1,0,1,9,19.0,55.634298,0,0,141092460,14
0,0,5,10,1,2961480,37.653976,0,0,1,3,27.6,55.604896,0,0,150783644,18
0,0,5,18,1,2979684,37.653976,0,0,1,3,25.7,55.604896,0,0,150339470,18
0,0,5,18,1,3043619,37.653976,0,0,1,3,27.4,55.604896,0,0,150339468,18
0,13.0,5,1,0,3140000,37.617986,1,0,1,12,24.0,55.60669,0,0,150478550,9
0,12.0,5,1,0,3140000,37.617986,1,0,1,12,24.0,55.60669,0,0,150475672,9
0,0,5,18,1,3187469,37.653976,0,0,1,3,28.8,55.604896,0,0,150339300,18
0,0,5,15,1,3188378,37.653976,0,0,1,3,27.5,55.604896,0,0,150339455,16
0,15.0,5,6,1,3660800,37.72539,1,0,1,10,28.6,55.599926,0,1,150703591,19
0,20.0,5,1,0,3750000,37.647046,0,0,1,7,31.0,55.595644,0,0,149423366,5
0,16.0,5,1,1,3770000,37.644082,0,0,1,0,36.0,55.585337,0,0,150393981,9
0,40.0,5,2,0,3800000,37.640003,0,0,2,0,40.0,55.703464,0,1,149641627,5
0,40.0,5,2,0,3800000,37.640003,1,0,2,15,40.0,55.703464,0,1,148971066,5
0,18.0,5,4,0,3800000,37.648609,1,0,1,10,24.0,55.624749,0,0,150137124,5
0,35.0,5,2,0,3800000,37.640003,0,0,2,0,40.0,55.703464,0,0,150058173,5
0,35.0,5,2,0,3800000,37.640003,1,0,2,10,40.0,55.703464,0,1,148325358,5
0,19.0,5,10,0,3850000,37.655841,0,0,2,0,39.0,55.578294,0,0,150799077,10
1,20.0,5,7,1,3990000,37.668076,0,0,1,5,31.0,55.580635,0,0,150886569,12
0,19.5,5,6,0,3999000,37.663288,0,0,1,15,35.0,55.58266,0,0,150782770,12
0,35.0,5,2,1,4000000,37.640003,0,0,2,0,40.0,55.703464,0,1,149640506,5
0,35.0,5,2,0,4000000,37.640003,1,0,2,10,40.0,55.703464,0,1,148970463,5
0,40.0,5,3,0,4100000,37.640003,0,0,2,0,40.0,55.703464,0,1,149641118,5
0,40.0,5,4,0,4100000,37.640003,0,0,2,0,40.0,55.703464,0,1,150058294,4
0,35.0,5,3,0,4100000,37.640003,1,0,2,10,40.0,55.703464,0,0,149459988,5
1,40.0,5,12,0,49000000,37.605023,1,0,2,14,81.0,55.710809,0,1,149211775,17
1,20.0,5,10,1,7900000,37.66627,0,0,1,0,35.0,55.706152,0,0,149692201,12
0,25.0,5,11,1,12650000,37.686707,1,0,1,5,45.0,55.689451,0,1,150870924,18
0,0,5,18,1,2886788,37.653976,0,0,1,3,25.8,55.604896,0,0,150339471,18
0,17.0,5,1,0,2950000,37.753236,1,0,1,9,19.0,55.634298,0,0,141092460,14
0,0,5,10,1,2961480,37.653976,0,0,1,3,27.6,55.604896,0,0,150783644,18
0,0,5,18,1,2979684,37.653976,0,0,1,3,25.7,55.604896,0,0,150339470,18
0,0,5,18,1,3043619,37.653976,0,0,1,3,27.4,55.604896,0,0,150339468,18
0,13.0,5,1,0,3140000,37.617986,1,0,1,12,24.0,55.60669,0,0,150478550,9
0,12.0,5,1,0,3140000,37.617986,1,0,1,12,24.0,55.60669,0,0,150475672,9
0,0,5,18,1,3187469,37.653976,0,0,1,3,28.8,55.604896,0,0,150339300,18
0,0,5,15,1,3188378,37.653976,0,0,1,3,27.5,55.604896,0,0,150339455,16
0,15.0,5,6,1,3660800,37.72539,1,0,1,10,28.6,55.599926,0,1,150703591,19
0,20.0,5,1,0,3750000,37.647046,0,0,1,7,31.0,55.595644,0,0,149423366,5
0,16.0,5,1,1,3770000,37.644082,0,0,1,0,36.0,55.585337,0,0,150393981,9
0,40.0,5,2,0,3800000,37.640003,0,0,2,0,40.0,55.703464,0,1,149641627,5
0,40.0,5,2,0,3800000,37.640003,1,0,2,15,40.0,55.703464,0,1,148971066,5
0,18.0,5,4,0,3800000,37.648609,1,0,1,10,24.0,55.624749,0,0,150137124,5
0,35.0,5,2,0,3800000,37.640003,0,0,2,0,40.0,55.703464,0,0,150058173,5
0,35.0,5,2,0,3800000,37.640003,1,0,2,10,40.0,55.703464,0,1,148325358,5
0,19.0,5,10,0,3850000,37.655841,0,0,2,0,39.0,55.578294,0,0,150799077,10
1,20.0,5,7,1,3990000,37.668076,0,0,1,5,31.0,55.580635,0,0,150886569,12
0,19.5,5,6,0,3999000,37.663288,0,0,1,15,35.0,55.58266,0,0,150782770,12
0,35.0,5,2,1,4000000,37.640003,0,0,2,0,40.0,55.703464,0,1,149640506,5
0,35.0,5,2,0,4000000,37.640003,1,0,2,10,40.0,55.703464,0,1,148970463,5
0,40.0,5,3,0,4100000,37.640003,0,0,2,0,40.0,55.703464,0,1,149641118,5
0,40.0,5,4,0,4100000,37.640003,0,0,2,0,40.0,55.703464,0,1,150058294,4
0,35.0,5,3,0,4100000,37.640003,1,0,2,10,40.0,55.703464,0,0,149459988,5
1,72.0,5,8,1,68300000,37.612506,1,0,4,3,136.6,55.712152,0,1,149882333,8
0,22.0,5,2,1,14712000,37.609014,1,0,1,8,54.0,55.710862,0,1,149604466,10
0,40.0,5,4,0,4400000,37.640003,1,0,2,10,40.0,55.703464,0,1,147749860,5
0,0,5,18,1,2886788,37.653976,0,0,1,3,25.8,55.604896,0,0,150339471,18
0,17.0,5,1,0,2950000,37.753236,1,0,1,9,19.0,55.634298,0,0,141092460,14
0,0,5,10,1,2961480,37.653976,0,0,1,3,27.6,55.604896,0,0,150783644,18
0,0,5,18,1,2979684,37.653976,0,0,1,3,25.7,55.604896,0,0,150339470,18
0,0,5,18,1,3043619,37.653976,0,0,1,3,27.4,55.604896,0,0,150339468,18
0,13.0,5,1,0,3140000,37.617986,1,0,1,12,24.0,55.60669,0,0,150478550,9
0,12.0,5,1,0,3140000,37.617986,1,0,1,12,24.0,55.60669,0,0,150475672,9
0,0,5,18,1,3187469,37.653976,0,0,1,3,28.8,55.604896,0,0,150339300,18
0,0,5,15,1,3188378,37.653976,0,0,1,3,27.5,55.604896,0,0,150339455,16
0,15.0,5,6,1,3660800,37.72539,1,0,1,10,28.6,55.599926,0,1,150703591,19
0,20.0,5,1,0,3750000,37.647046,0,0,1,7,31.0,55.595644,0,0,149423366,5
0,16.0,5,1,1,3770000,37.644082,0,0,1,0,36.0,55.585337,0,0,150393981,9
0,40.0,5,2,0,3800000,37.640003,0,0,2,0,40.0,55.703464,0,1,149641627,5
0,40.0,5,2,0,3800000,37.640003,1,0,2,15,40.0,55.703464,0,1,148971066,5
0,18.0,5,4,0,3800000,37.648609,1,0,1,10,24.0,55.624749,0,0,150137124,5
0,35.0,5,2,0,3800000,37.640003,0,0,2,0,40.0,55.703464,0,0,150058173,5
0,35.0,5,2,0,3800000,37.640003,1,0,2,10,40.0,55.703464,0,1,148325358,5
0,19.0,5,10,0,3850000,37.655841,0,0,2,0,39.0,55.578294,0,0,150799077,10
1,20.0,5,7,1,3990000,37.668076,0,0,1,5,31.0,55.580635,0,0,150886569,12
0,19.5,5,6,0,3999000,37.663288,0,0,1,15,35.0,55.58266,0,0,150782770,12
0,35.0,5,2,1,4000000,37.640003,0,0,2,0,40.0,55.703464,0,1,149640506,5
0,35.0,5,2,0,4000000,37.640003,1,0,2,10,40.0,55.703464,0,1,148970463,5
0,40.0,5,3,0,4100000,37.640003,0,0,2,0,40.0,55.703464,0,1,149641118,5
0,40.0,5,4,0,4100000,37.640003,0,0,2,0,40.0,55.703464,0,1,150058294,4
0,35.0,5,3,0,4100000,37.640003,1,0,2,10,40.0,55.703464,0,0,149459988,5
0,56.8,5,2,0,29236620,37.589487,1,0,3,2,126.8,55.708657,0,1,150351228,13
0,50.0,5,10,0,52600000,37.605474,1,0,2,10,81.0,55.710736,0,0,140856888,18
0,0,5,39,1,4922370,37.673742,0,0,1,15,30.9,55.576473,0,1,150258167,45
0,0,5,18,1,2886788,37.653976,0,0,1,3,25.8,55.604896,0,0,150339471,18
0,17.0,5,1,0,2950000,37.753236,1,0,1,9,19.0,55.634298,0,0,141092460,14
0,0,5,10,1,2961480,37.653976,0,0,1,3,27.6,55.604896,0,0,150783644,18
0,0,5,18,1,2979684,37.653976,0,0,1,3,25.7,55.604896,0,0,150339470,18
0,0,5,18,1,3043619,37.653976,0,0,1,3,27.4,55.604896,0,0,150339468,18
0,13.0,5,1,0,3140000,37.617986,1,0,1,12,24.0,55.60669,0,0,150478550,9
0,12.0,5,1,0,3140000,37.617986,1,0,1,12,24.0,55.60669,0,0,150475672,9
0,0,5,18,1,3187469,37.653976,0,0,1,3,28.8,55.604896,0,0,150339300,18
0,0,5,15,1,3188378,37.653976,0,0,1,3,27.5,55.604896,0,0,150339455,16
0,15.0,5,6,1,3660800,37.72539,1,0,1,10,28.6,55.599926,0,1,150703591,19
0,20.0,5,1,0,3750000,37.647046,0,0,1,7,31.0,55.595644,0,0,149423366,5
0,16.0,5,1,1,3770000,37.644082,0,0,1,0,36.0,55.585337,0,0,150393981,9
0,40.0,5,2,0,3800000,37.640003,0,0,2,0,40.0,55.703464,0,1,149641627,5
0,40.0,5,2,0,3800000,37.640003,1,0,2,15,40.0,55.703464,0,1,148971066,5
0,18.0,5,4,0,3800000,37.648609,1,0,1,10,24.0,55.624749,0,0,150137124,5
0,35.0,5,2,0,3800000,37.640003,0,0,2,0,40.0,55.703464,0,0,150058173,5
0,35.0,5,2,0,3800000,37.640003,1,0,2,10,40.0,55.703464,0,1,148325358,5
0,19.0,5,10,0,3850000,37.655841,0,0,2,0,39.0,55.578294,0,0,150799077,10
1,20.0,5,7,1,3990000,37.668076,0,0,1,5,31.0,55.580635,0,0,150886569,12
0,19.5,5,6,0,3999000,37.663288,0,0,1,15,35.0,55.58266,0,0,150782770,12
0,35.0,5,2,1,4000000,37.640003,0,0,2,0,40.0,55.703464,0,1,149640506,5
0,35.0,5,2,0,4000000,37.640003,1,0,2,10,40.0,55.703464,0,1,148970463,5
0,40.0,5,3,0,4100000,37.640003,0,0,2,0,40.0,55.703464,0,1,149641118,5
0,40.0,5,4,0,4100000,37.640003,0,0,2,0,40.0,55.703464,0,1,150058294,4
0,35.0,5,3,0,4100000,37.640003,1,0,2,10,40.0,55.703464,0,0,149459988,5
0,30.0,5,13,1,6500000,37.64206,0,0,2,7,54.0,55.591447,0,0,149821971,17
0,47.8,5,10,0,53108000,37.605023,1,0,3,5,94.0,55.710809,0,1,149524486,17
1,20.0,5,13,1,7249000,37.691899,1,0,1,15,44.0,55.690278,0,0,149836305,22
0,0,5,18,1,2886788,37.653976,0,0,1,3,25.8,55.604896,0,0,150339471,18
0,17.0,5,1,0,2950000,37.753236,1,0,1,9,19.0,55.634298,0,0,141092460,14
0,0,5,10,1,2961480,37.653976,0,0,1,3,27.6,55.604896,0,0,150783644,18
0,0,5,18,1,2979684,37.653976,0,0,1,3,25.7,55.604896,0,0,150339470,18
0,0,5,18,1,3043619,37.653976,0,0,1,3,27.4,55.604896,0,0,150339468,18
0,13.0,5,1,0,3140000,37.617986,1,0,1,12,24.0,55.60669,0,0,150478550,9
0,12.0,5,1,0,3140000,37.617986,1,0,1,12,24.0,55.60669,0,0,150475672,9
0,0,5,18,1,3187469,37.653976,0,0,1,3,28.8,55.604896,0,0,150339300,18
0,0,5,15,1,3188378,37.653976,0,0,1,3,27.5,55.604896,0,0,150339455,16
0,15.0,5,6,1,3660800,37.72539,1,0,1,10,28.6,55.599926,0,1,150703591,19
0,20.0,5,1,0,3750000,37.647046,0,0,1,7,31.0,55.595644,0,0,149423366,5
0,16.0,5,1,1,3770000,37.644082,0,0,1,0,36.0,55.585337,0,0,150393981,9
0,40.0,5,2,0,3800000,37.640003,0,0,2,0,40.0,55.703464,0,1,149641627,5
0,40.0,5,2,0,3800000,37.640003,1,0,2,15,40.0,55.703464,0,1,148971066,5
0,18.0,5,4,0,3800000,37.648609,1,0,1,10,24.0,55.624749,0,0,150137124,5
0,35.0,5,2,0,3800000,37.640003,0,0,2,0,40.0,55.703464,0,0,150058173,5
0,35.0,5,2,0,3800000,37.640003,1,0,2,10,40.0,55.703464,0,1,148325358,5
0,19.0,5,10,0,3850000,37.655841,0,0,2,0,39.0,55.578294,0,0,150799077,10
1,20.0,5,7,1,3990000,37.668076,0,0,1,5,31.0,55.580635,0,0,150886569,12
0,19.5,5,6,0,3999000,37.663288,0,0,1,15,35.0,55.58266,0,0,150782770,12
0,35.0,5,2,1,4000000,37.640003,0,0,2,0,40.0,55.703464,0,1,149640506,5
0,35.0,5,2,0,4000000,37.640003,1,0,2,10,40.0,55.703464,0,1,148970463,5
0,40.0,5,3,0,4100000,37.640003,0,0,2,0,40.0,55.703464,0,1,149641118,5
0,40.0,5,4,0,4100000,37.640003,0,0,2,0,40.0,55.703464,0,1,150058294,4
0,35.0,5,3,0,4100000,37.640003,1,0,2,10,40.0,55.703464,0,0,149459988,5
1,70.0,5,5,1,17000000,37.618192,1,0,4,10,95.0,55.642753,0,0,150394451,22
0,20.0,5,8,1,9247500,37.632448,1,0,1,10,41.1,55.674489,0,1,150604257,19
0,45.7,5,2,0,8323500,37.64722,1,0,2,15,53.0,55.709901,0,1,149661819,12
0,0,5,18,1,2886788,37.653976,0,0,1,3,25.8,55.604896,0,0,150339471,18
0,17.0,5,1,0,2950000,37.753236,1,0,1,9,19.0,55.634298,0,0,141092460,14
0,0,5,10,1,2961480,37.653976,0,0,1,3,27.6,55.604896,0,0,150783644,18
0,0,5,18,1,2979684,37.653976,0,0,1,3,25.7,55.604896,0,0,150339470,18
0,0,5,18,1,3043619,37.653976,0,0,1,3,27.4,55.604896,0,0,150339468,18
0,13.0,5,1,0,3140000,37.617986,1,0,1,12,24.0,55.60669,0,0,150478550,9
0,12.0,5,1,0,3140000,37.617986,1,0,1,12,24.0,55.60669,0,0,150475672,9
0,0,5,18,1,3187469,37.653976,0,0,1,3,28.8,55.604896,0,0,150339300,18
0,0,5,15,1,3188378,37.653976,0,0,1,3,27.5,55.604896,0,0,150339455,16
0,15.0,5,6,1,3660800,37.72539,1,0,1,10,28.6,55.599926,0,1,150703591,19
0,20.0,5,1,0,3750000,37.647046,0,0,1,7,31.0,55.595644,0,0,149423366,5
0,16.0,5,1,1,3770000,37.644082,0,0,1,0,36.0,55.585337,0,0,150393981,9
0,40.0,5,2,0,3800000,37.640003,0,0,2,0,40.0,55.703464,0,1,149641627,5
0,40.0,5,2,0,3800000,37.640003,1,0,2,15,40.0,55.703464,0,1,148971066,5
0,18.0,5,4,0,3800000,37.648609,1,0,1,10,24.0,55.624749,0,0,150137124,5
0,35.0,5,2,0,3800000,37.640003,0,0,2,0,40.0,55.703464,0,0,150058173,5
0,35.0,5,2,0,3800000,37.640003,1,0,2,10,40.0,55.703464,0,1,148325358,5
0,19.0,5,10,0,3850000,37.655841,0,0,2,0,39.0,55.578294,0,0,150799077,10
1,20.0,5,7,1,3990000,37.668076,0,0,1,5,31.0,55.580635,0,0,150886569,12
0,19.5,5,6,0,3999000,37.663288,0,0,1,15,35.0,55.58266,0,0,150782770,12
0,35.0,5,2,1,4000000,37.640003,0,0,2,0,40.0,55.703464,0,1,149640506,5
0,35.0,5,2,0,4000000,37.640003,1,0,2,10,40.0,55.703464,0,1,148970463,5
0,40.0,5,3,0,4100000,37.640003,0,0,2,0,40.0,55.703464,0,1,149641118,5
0,40.0,5,4,0,4100000,37.640003,0,0,2,0,40.0,55.703464,0,1,150058294,4
0,35.0,5,3,0,4100000,37.640003,1,0,2,10,40.0,55.703464,0,0,149459988,5
0,23.0,5,2,0,15306298,37.606974,1,0,1,14,52.8,55.710075,0,1,150590748,16
1,34.0,5,7,0,13990000,37.658643,1,0,2,2,54.1,55.708475,0,1,150803812,9
0,17.4,5,6,0,4950000,37.620177,1,0,1,10,29.0,55.66178,0,0,149267183,9
0,0,5,18,1,2886788,37.653976,0,0,1,3,25.8,55.604896,0,0,150339471,18
0,17.0,5,1,0,2950000,37.753236,1,0,1,9,19.0,55.634298,0,0,141092460,14
0,0,5,10,1,2961480,37.653976,0,0,1,3,27.6,55.604896,0,0,150783644,18
0,0,5,18,1,2979684,37.653976,0,0,1,3,25.7,55.604896,0,0,150339470,18
0,0,5,18,1,3043619,37.653976,0,0,1,3,27.4,55.604896,0,0,150339468,18
0,13.0,5,1,0,3140000,37.617986,1,0,1,12,24.0,55.60669,0,0,150478550,9
0,12.0,5,1,0,3140000,37.617986,1,0,1,12,24.0,55.60669,0,0,150475672,9
0,0,5,18,1,3187469,37.653976,0,0,1,3,28.8,55.604896,0,0,150339300,18
0,0,5,15,1,3188378,37.653976,0,0,1,3,27.5,55.604896,0,0,150339455,16
0,15.0,5,6,1,3660800,37.72539,1,0,1,10,28.6,55.599926,0,1,150703591,19
0,20.0,5,1,0,3750000,37.647046,0,0,1,7,31.0,55.595644,0,0,149423366,5
0,16.0,5,1,1,3770000,37.644082,0,0,1,0,36.0,55.585337,0,0,150393981,9
