Tel,Livesp,District,Floor,Bal,Price,lon,Walk,Kitsp,rooms,Metrodist,Totsp,lat,New,Brick,N,NFloor
0,14.8,1,3,1,4000035,37.550114,0,0,1,20,38.5,55.920329,0,0,150840742,14
0,14.0,1,1,0,4000000,37.559011,1,0,1,15,20.0,55.823216,0,0,150486088,12
0,0,1,3,0,4017626,37.550114,0,0,1,20,32.2,55.920329,0,0,150840718,14
0,50.0,1,3,1,25000000,37.526986,1,0,2,6,88.4,55.803292,0,1,149417170,20
0,45.0,1,14,1,15300000,37.547135,0,0,3,10,73.0,55.842085,0,0,149305910,14
0,16.8,1,1,0,9326650,37.570465,1,0,1,15,36.2,55.781509,0,1,150150176,7
0,0,1,8,0,2921100,37.550114,0,0,1,20,27.3,55.920329,0,0,150840592,16
1,0,1,6,1,3012540,37.474049,0,0,1,0,25.5,55.871854,0,0,150873866,9
0,0,1,11,0,3024000,37.550114,0,0,1,20,28.8,55.920329,0,0,150840661,16
1,0,1,4,1,3083192,37.474049,0,0,1,0,27.0,55.871854,0,0,150873860,9
0,0,1,2,1,3274064,37.473391,1,0,1,20,27.2,55.869424,0,1,149893477,17
0,0,1,3,1,3425125,37.473391,1,0,1,20,27.5,55.869424,0,1,149893437,17
0,0,1,9,1,3511200,37.550114,0,0,1,14,33.6,55.920329,0,1,150348404,16
0,13.8,1,11,1,3511200,37.550114,0,0,1,20,33.6,55.920329,0,0,150840611,16
0,0,1,15,1,3513150,37.550114,0,0,1,14,33.3,55.920329,0,1,150348426,16
0,12.7,1,15,1,3513150,37.550114,0,0,1,20,33.3,55.920329,0,0,150840627,16
0,0,1,16,1,3538500,37.550114,0,0,1,14,33.7,55.920329,0,1,150396996,16
0,14.2,1,2,1,3562100,37.550114,0,0,1,20,35.8,55.920329,0,0,150840674,16
0,0,1,15,1,3666300,37.550114,0,0,1,14,36.3,55.920329,0,1,150348536,16
0,0,1,2,0,3707548,37.550114,0,0,1,20,32.8,55.920329,0,0,150840747,14
0,0,1,2,1,3743400,37.550114,0,0,1,14,36.7,55.920329,0,1,150348304,16
0,14.2,1,6,1,3780100,37.550114,0,0,1,20,36.7,55.920329,0,0,150840539,16
0,0,1,7,1,3785600,37.550114,0,0,1,14,36.4,55.920329,0,1,150348392,16
0,12.5,1,7,1,3785600,37.550114,0,0,1,20,36.4,55.920329,0,0,150840599,16
0,0,1,5,0,3792373,37.550114,0,0,1,20,30.8,55.920329,0,0,150840761,14
0,0,1,9,1,3808800,37.550114,0,0,1,14,36.8,55.920329,0,1,150348354,16
0,0,1,12,1,3877830,37.550114,0,0,1,15,39.2,55.920329,0,1,150348942,16
0,17.0,1,1,0,3990000,37.54012,0,0,1,15,26.0,55.886393,0,1,150784093,5
0,14.8,1,3,1,4000035,37.550114,0,0,1,20,38.5,55.920329,0,0,150840742,14
0,14.0,1,1,0,4000000,37.559011,1,0,1,15,20.0,55.823216,0,0,150486088,12
0,0,1,3,0,4017626,37.550114,0,0,1,20,32.2,55.920329,0,0,150840718,14
0,33.0,1,15,1,11600000,37.506828,1,0,2,15,53.0,55.831706,0,0,150901061,17
1,60.0,1,6,0,33950000,37.542958,1,0,3,12,100.0,55.806646,0,0,150477409,32
0,13.5,1,2,1,6148600,37.493596,1,0,1,7,43.3,55.840573,0,1,150740764,26
0,0,1,8,0,2921100,37.550114,0,0,1,20,27.3,55.920329,0,0,150840592,16
1,0,1,6,1,3012540,37.474049,0,0,1,0,25.5,55.871854,0,0,150873866,9
0,0,1,11,0,3024000,37.550114,0,0,1,20,28.8,55.920329,0,0,150840661,16
1,0,1,4,1,3083192,37.474049,0,0,1,0,27.0,55.871854,0,0,150873860,9
0,0,1,2,1,3274064,37.473391,1,0,1,20,27.2,55.869424,0,1,149893477,17
0,0,1,3,1,3425125,37.473391,1,0,1,20,27.5,55.869424,0,1,149893437,17
0,0,1,9,1,3511200,37.550114,0,0,1,14,33.6,55.920329,0,1,150348404,16
0,13.8,1,11,1,3511200,37.550114,0,0,1,20,33.6,55.920329,0,0,150840611,16
0,0,1,15,1,3513150,37.550114,0,0,1,14,33.3,55.920329,0,1,150348426,16
0,12.7,1,15,1,3513150,37.550114,0,0,1,20,33.3,55.920329,0,0,150840627,16
0,0,1,16,1,3538500,37.550114,0,0,1,14,33.7,55.920329,0,1,150396996,16
0,14.2,1,2,1,3562100,37.550114,0,0,1,20,35.8,55.920329,0,0,150840674,16
0,0,1,15,1,3666300,37.550114,0,0,1,14,36.3,55.920329,0,1,150348536,16
0,0,1,2,0,3707548,37.550114,0,0,1,20,32.8,55.920329,0,0,150840747,14
0,0,1,2,1,3743400,37.550114,0,0,1,14,36.7,55.920329,0,1,150348304,16
0,14.2,1,6,1,3780100,37.550114,0,0,1,20,36.7,55.920329,0,0,150840539,16
0,0,1,7,1,3785600,37.550114,0,0,1,14,36.4,55.920329,0,1,150348392,16
0,12.5,1,7,1,3785600,37.550114,0,0,1,20,36.4,55.920329,0,0,150840599,16
0,0,1,5,0,3792373,37.550114,0,0,1,20,30.8,55.920329,0,0,150840761,14
0,0,1,9,1,3808800,37.550114,0,0,1,14,36.8,55.920329,0,1,150348354,16
0,0,1,12,1,3877830,37.550114,0,0,1,15,39.2,55.920329,0,1,150348942,16
0,17.0,1,1,0,3990000,37.54012,0,0,1,15,26.0,55.886393,0,1,150784093,5
0,14.8,1,3,1,4000035,37.550114,0,0,1,20,38.5,55.920329,0,0,150840742,14
0,14.0,1,1,0,4000000,37.559011,1,0,1,15,20.0,55.823216,0,0,150486088,12
0,0,1,3,0,4017626,37.550114,0,0,1,20,32.2,55.920329,0,0,150840718,14
0,0,1,2,1,3260464,37.473391,1,0,1,20,27.2,55.869424,0,1,149893512,17
0,34.4,1,3,0,12500000,37.569575,0,0,2,0,62.0,55.789431,0,1,148584231,12
1,90.0,1,20,1,23397000,37.509532,0,0,3,5,141.8,55.853218,0,1,150758817,25
0,0,1,8,0,2921100,37.550114,0,0,1,20,27.3,55.920329,0,0,150840592,16
1,0,1,6,1,3012540,37.474049,0,0,1,0,25.5,55.871854,0,0,150873866,9
0,0,1,11,0,3024000,37.550114,0,0,1,20,28.8,55.920329,0,0,150840661,16
1,0,1,4,1,3083192,37.474049,0,0,1,0,27.0,55.871854,0,0,150873860,9
0,0,1,2,1,3274064,37.473391,1,0,1,20,27.2,55.869424,0,1,149893477,17
0,0,1,3,1,3425125,37.473391,1,0,1,20,27.5,55.869424,0,1,149893437,17
0,0,1,9,1,3511200,37.550114,0,0,1,14,33.6,55.920329,0,1,150348404,16
0,13.8,1,11,1,3511200,37.550114,0,0,1,20,33.6,55.920329,0,0,150840611,16
0,0,1,15,1,3513150,37.550114,0,0,1,14,33.3,55.920329,0,1,150348426,16
0,12.7,1,15,1,3513150,37.550114,0,0,1,20,33.3,55.920329,0,0,150840627,16
0,0,1,16,1,3538500,37.550114,0,0,1,14,33.7,55.920329,0,1,150396996,16
0,14.2,1,2,1,3562100,37.550114,0,0,1,20,35.8,55.920329,0,0,150840674,16
0,0,1,15,1,3666300,37.550114,0,0,1,14,36.3,55.920329,0,1,150348536,16
0,0,1,2,0,3707548,37.550114,0,0,1,20,32.8,55.920329,0,0,150840747,14
0,0,1,2,1,3743400,37.550114,0,0,1,14,36.7,55.920329,0,1,150348304,16
0,14.2,1,6,1,3780100,37.550114,0,0,1,20,36.7,55.920329,0,0,150840539,16
0,0,1,7,1,3785600,37.550114,0,0,1,14,36.4,55.920329,0,1,150348392,16
0,12.5,1,7,1,3785600,37.550114,0,0,1,20,36.4,55.920329,0,0,150840599,16
0,0,1,5,0,3792373,37.550114,0,0,1,20,30.8,55.920329,0,0,150840761,14
0,0,1,9,1,3808800,37.550114,0,0,1,14,36.8,55.920329,0,1,150348354,16
0,0,1,12,1,3877830,37.550114,0,0,1,15,39.2,55.920329,0,1,150348942,16
0,17.0,1,1,0,3990000,37.54012,0,0,1,15,26.0,55.886393,0,1,150784093,5
0,14.8,1,3,1,4000035,37.550114,0,0,1,20,38.5,55.920329,0,0,150840742,14
0,14.0,1,1,0,4000000,37.559011,1,0,1,15,20.0,55.823216,0,0,150486088,12
0,0,1,3,0,4017626,37.550114,0,0,1,20,32.2,55.920329,0,0,150840718,14
0,62.2,1,6,0,16323023,37.568446,0,0,2,0,62.5,55.789588,0,1,139328079,12
1,32.1,1,14,1,8100000,37.563458,0,0,2,7,55.0,55.891759,0,0,147947471,16
1,37.0,1,2,1,12000000,37.54109,1,0,3,10,55.5,55.799563,0,0,150575222,5
0,0,1,8,0,2921100,37.550114,0,0,1,20,27.3,55.920329,0,0,150840592,16
1,0,1,6,1,3012540,37.474049,0,0,1,0,25.5,55.871854,0,0,150873866,9
0,0,1,11,0,3024000,37.550114,0,0,1,20,28.8,55.920329,0,0,150840661,16
1,0,1,4,1,3083192,37.474049,0,0,1,0,27.0,55.871854,0,0,150873860,9
0,0,1,2,1,3274064,37.473391,1,0,1,20,27.2,55.869424,0,1,149893477,17
0,0,1,3,1,3425125,37.473391,1,0,1,20,27.5,55.869424,0,1,149893437,17
0,0,1,9,1,3511200,37.550114,0,0,1,14,33.6,55.920329,0,1,150348404,16
0,13.8,1,11,1,3511200,37.550114,0,0,1,20,33.6,55.920329,0,0,150840611,16
0,0,1,15,1,3513150,37.550114,0,0,1,14,33.3,55.920329,0,1,150348426,16
0,12.7,1,15,1,3513150,37.550114,0,0,1,20,33.3,55.920329,0,0,150840627,16
0,0,1,16,1,3538500,37.550114,0,0,1,14,33.7,55.920329,0,1,150396996,16
0,14.2,1,2,1,3562100,37.550114,0,0,1,20,35.8,55.920329,0,0,150840674,16
0,0,1,15,1,3666300,37.550114,0,0,1,14,36.3,55.920329,0,1,150348536,16
0,0,1,2,0,3707548,37.550114,0,0,1,20,32.8,55.920329,0,0,150840747,14
0,0,1,2,1,3743400,37.550114,0,0,1,14,36.7,55.920329,0,1,150348304,16
0,14.2,1,6,1,3780100,37.550114,0,0,1,20,36.7,55.920329,0,0,150840539,16
0,0,1,7,1,3785600,37.550114,0,0,1,14,36.4,55.920329,0,1,150348392,16
0,12.5,1,7,1,3785600,37.550114,0,0,1,20,36.4,55.920329,0,0,150840599,16
0,0,1,5,0,3792373,37.550114,0,0,1,20,30.8,55.920329,0,0,150840761,14
0,0,1,9,1,3808800,37.550114,0,0,1,14,36.8,55.920329,0,1,150348354,16
0,0,1,12,1,3877830,37.550114,0,0,1,15,39.2,55.920329,0,1,150348942,16
0,17.0,1,1,0,3990000,37.54012,0,0,1,15,26.0,55.886393,0,1,150784093,5
0,14.8,1,3,1,4000035,37.550114,0,0,1,20,38.5,55.920329,0,0,150840742,14
0,14.0,1,1,0,4000000,37.559011,1,0,1,15,20.0,55.823216,0,0,150486088,12
0,0,1,3,0,4017626,37.550114,0,0,1,20,32.2,55.920329,0,0,150840718,14
0,34.4,1,3,0,12500000,37.569575,0,0,2,0,62.0,55.789431,0,1,148584231,12
0,25.0,1,8,0,6299235,37.524314,0,0,1,10,31.6,55.790647,0,1,148638296,14
0,0,1,2,1,4787047,37.538587,0,0,1,0,33.3,55.87875,0,0,150119581,21
0,0,1,8,0,2921100,37.550114,0,0,1,20,27.3,55.920329,0,0,150840592,16
1,0,1,6,1,3012540,37.474049,0,0,1,0,25.5,55.871854,0,0,150873866,9
0,0,1,11,0,3024000,37.550114,0,0,1,20,28.8,55.920329,0,0,150840661,16
1,0,1,4,1,3083192,37.474049,0,0,1,0,27.0,55.871854,0,0,150873860,9
0,0,1,2,1,3274064,37.473391,1,0,1,20,27.2,55.869424,0,1,149893477,17
0,0,1,3,1,3425125,37.473391,1,0,1,20,27.5,55.869424,0,1,149893437,17
0,0,1,9,1,3511200,37.550114,0,0,1,14,33.6,55.920329,0,1,150348404,16
0,13.8,1,11,1,3511200,37.550114,0,0,1,20,33.6,55.920329,0,0,150840611,16
0,0,1,15,1,3513150,37.550114,0,0,1,14,33.3,55.920329,0,1,150348426,16
0,12.7,1,15,1,3513150,37.550114,0,0,1,20,33.3,55.920329,0,0,150840627,16
0,0,1,16,1,3538500,37.550114,0,0,1,14,33.7,55.920329,0,1,150396996,16
0,14.2,1,2,1,3562100,37.550114,0,0,1,20,35.8,55.920329,0,0,150840674,16
0,0,1,15,1,3666300,37.550114,0,0,1,14,36.3,55.920329,0,1,150348536,16
0,0,1,2,0,3707548,37.550114,0,0,1,20,32.8,55.920329,0,0,150840747,14
0,0,1,2,1,3743400,37.550114,0,0,1,14,36.7,55.920329,0,1,150348304,16
0,14.2,1,6,1,3780100,37.550114,0,0,1,20,36.7,55.920329,0,0,150840539,16
0,0,1,7,1,3785600,37.550114,0,0,1,14,36.4,55.920329,0,1,150348392,16
0,12.5,1,7,1,3785600,37.550114,0,0,1,20,36.4,55.920329,0,0,150840599,16
0,0,1,5,0,3792373,37.550114,0,0,1,20,30.8,55.920329,0,0,150840761,14
0,0,1,9,1,3808800,37.550114,0,0,1,14,36.8,55.920329,0,1,150348354,16
0,0,1,12,1,3877830,37.550114,0,0,1,15,39.2,55.920329,0,1,150348942,16
0,17.0,1,1,0,3990000,37.54012,0,0,1,15,26.0,55.886393,0,1,150784093,5
0,14.8,1,3,1,4000035,37.550114,0,0,1,20,38.5,55.920329,0,0,150840742,14
0,14.0,1,1,0,4000000,37.559011,1,0,1,15,20.0,55.823216,0,0,150486088,12
0,0,1,3,0,4017626,37.550114,0,0,1,20,32.2,55.920329,0,0,150840718,14
0,16.0,1,1,0,4350000,37.572297,1,0,1,12,27.0,55.84356,0,0,137961748,9
1,72.0,1,12,0,28000000,37.546525,1,0,3,1,84.5,55.774254,0,1,149292129,37
0,25.0,1,8,0,8210250,37.524314,0,0,1,10,45.8,55.790647,0,1,147828600,14
0,0,1,8,0,2921100,37.550114,0,0,1,20,27.3,55.920329,0,0,150840592,16
1,0,1,6,1,3012540,37.474049,0,0,1,0,25.5,55.871854,0,0,150873866,9
0,0,1,11,0,3024000,37.550114,0,0,1,20,28.8,55.920329,0,0,150840661,16
1,0,1,4,1,3083192,37.474049,0,0,1,0,27.0,55.871854,0,0,150873860,9
0,0,1,2,1,3274064,37.473391,1,0,1,20,27.2,55.869424,0,1,149893477,17
0,0,1,3,1,3425125,37.473391,1,0,1,20,27.5,55.869424,0,1,149893437,17
0,0,1,9,1,3511200,37.550114,0,0,1,14,33.6,55.920329,0,1,150348404,16
0,13.8,1,11,1,3511200,37.550114,0,0,1,20,33.6,55.920329,0,0,150840611,16
0,0,1,15,1,3513150,37.550114,0,0,1,14,33.3,55.920329,0,1,150348426,16
0,12.7,1,15,1,3513150,37.550114,0,0,1,20,33.3,55.920329,0,0,150840627,16
0,0,1,16,1,3538500,37.550114,0,0,1,14,33.7,55.920329,0,1,150396996,16
0,14.2,1,2,1,3562100,37.550114,0,0,1,20,35.8,55.920329,0,0,150840674,16
0,0,1,15,1,3666300,37.550114,0,0,1,14,36.3,55.920329,0,1,150348536,16
0,0,1,2,0,3707548,37.550114,0,0,1,20,32.8,55.920329,0,0,150840747,14
0,0,1,2,1,3743400,37.550114,0,0,1,14,36.7,55.920329,0,1,150348304,16
0,14.2,1,6,1,3780100,37.550114,0,0,1,20,36.7,55.920329,0,0,150840539,16
0,0,1,7,1,3785600,37.550114,0,0,1,14,36.4,55.920329,0,1,150348392,16
0,12.5,1,7,1,3785600,37.550114,0,0,1,20,36.4,55.920329,0,0,150840599,16
0,0,1,5,0,3792373,37.550114,0,0,1,20,30.8,55.920329,0,0,150840761,14
0,0,1,9,1,3808800,37.550114,0,0,1,14,36.8,55.920329,0,1,150348354,16
0,0,1,12,1,3877830,37.550114,0,0,1,15,39.2,55.920329,0,1,150348942,16
0,17.0,1,1,0,3990000,37.54012,0,0,1,15,26.0,55.886393,0,1,150784093,5
0,14.8,1,3,1,4000035,37.550114,0,0,1,20,38.5,55.920329,0,0,150840742,14
0,14.0,1,1,0,4000000,37.559011,1,0,1,15,20.0,55.823216,0,0,150486088,12
0,0,1,3,0,4017626,37.550114,0,0,1,20,32.2,55.920329,0,0,150840718,14
1,20.0,1,6,1,8200000,37.516602,0,0,1,2,35.0,55.780279,0,1,139323713,9
0,24.0,1,10,0,5998500,37.524314,0,0,1,10,29.2,55.790647,0,1,147828597,14
1,101.0,1,7,0,62500000,37.541027,1,0,4,11,180.0,55.79728,0,1,148433667,14
0,0,1,8,0,2921100,37.550114,0,0,1,20,27.3,55.920329,0,0,150840592,16
1,0,1,6,1,3012540,37.474049,0,0,1,0,25.5,55.871854,0,0,150873866,9
0,0,1,11,0,3024000,37.550114,0,0,1,20,28.8,55.920329,0,0,150840661,16
1,0,1,4,1,3083192,37.474049,0,0,1,0,27.0,55.871854,0,0,150873860,9
0,0,1,2,1,3274064,37.473391,1,0,1,20,27.2,55.869424,0,1,149893477,17
0,0,1,3,1,3425125,37.473391,1,0,1,20,27.5,55.869424,0,1,149893437,17
0,0,1,9,1,3511200,37.550114,0,0,1,14,33.6,55.920329,0,1,150348404,16
0,13.8,1,11,1,3511200,37.550114,0,0,1,20,33.6,55.920329,0,0,150840611,16
0,0,1,15,1,3513150,37.550114,0,0,1,14,33.3,55.920329,0,1,150348426,16
0,12.7,1,15,1,3513150,37.550114,0,0,1,20,33.3,55.920329,0,0,150840627,16
0,0,1,16,1,3538500,37.550114,0,0,1,14,33.7,55.920329,0,1,150396996,16
0,14.2,1,2,1,3562100,37.550114,0,0,1,20,35.8,55.920329,0,0,150840674,16
0,0,1,15,1,3666300,37.550114,0,0,1,14,36.3,55.920329,0,1,150348536,16
0,0,1,2,0,3707548,37.550114,0,0,1,20,32.8,55.920329,0,0,150840747,14
0,0,1,2,1,3743400,37.550114,0,0,1,14,36.7,55.920329,0,1,150348304,16
0,14.2,1,6,1,3780100,37.550114,0,0,1,20,36.7,55.920329,0,0,150840539,16
0,0,1,7,1,3785600,37.550114,0,0,1,14,36.4,55.920329,0,1,150348392,16
0,12.5,1,7,1,3785600,37.550114,0,0,1,20,36.4,55.920329,0,0,150840599,16
0,0,1,5,0,3792373,37.550114,0,0,1,20,30.8,55.920329,0,0,150840761,14
0,0,1,9,1,3808800,37.550114,0,0,1,14,36.8,55.920329,0,1,150348354,16
0,0,1,12,1,3877830,37.550114,0,0,1,15,39.2,55.920329,0,1,150348942,16
0,17.0,1,1,0,3990000,37.54012,0,0,1,15,26.0,55.886393,0,1,150784093,5
0,14.8,1,3,1,4000035,37.550114,0,0,1,20,38.5,55.920329,0,0,150840742,14
0,14.0,1,1,0,4000000,37.559011,1,0,1,15,20.0,55.823216,0,0,150486088,12
0,0,1,3,0,4017626,37.550114,0,0,1,20,32.2,55.920329,0,0,150840718,14
0,86.1,1,5,0,89284680,37.567042,1,0,4,7,144.2,55.788029,0,1,149554247,10
1,63.0,1,5,1,19000000,37.50036,1,0,3,1,94.0,55.817092,0,0,146502472,8
0,27.0,1,2,1,15500000,37.521345,1,0,1,16,52.0,55.787184,0,1,149463773,6
0,0,1,8,0,2921100,37.550114,0,0,1,20,27.3,55.920329,0,0,150840592,16
1,0,1,6,1,3012540,37.474049,0,0,1,0,25.5,55.871854,0,0,150873866,9
0,0,1,11,0,3024000,37.550114,0,0,1,20,28.8,55.920329,0,0,150840661,16
1,0,1,4,1,3083192,37.474049,0,0,1,0,27.0,55.871854,0,0,150873860,9
0,0,1,2,1,3274064,37.473391,1,0,1,20,27.2,55.869424,0,1,149893477,17
0,0,1,3,1,3425125,37.473391,1,0,1,20,27.5,55.869424,0,1,149893437,17
0,0,1,9,1,3511200,37.550114,0,0,1,14,33.6,55.920329,0,1,150348404,16
0,13.8,1,11,1,3511200,37.550114,0,0,1,20,33.6,55.920329,0,0,150840611,16
0,0,1,15,1,3513150,37.550114,0,0,1,14,33.3,55.920329,0,1,150348426,16
0,12.7,1,15,1,3513150,37.550114,0,0,1,20,33.3,55.920329,0,0,150840627,16
0,0,1,16,1,3538500,37.550114,0,0,1,14,33.7,55.920329,0,1,150396996,16
0,14.2,1,2,1,3562100,37.550114,0,0,1,20,35.8,55.920329,0,0,150840674,16
0,0,1,15,1,3666300,37.550114,0,0,1,14,36.3,55.920329,0,1,150348536,16
0,0,1,2,0,3707548,37.550114,0,0,1,20,32.8,55.920329,0,0,150840747,14
0,0,1,2,1,3743400,37.550114,0,0,1,14,36.7,55.920329,0,1,150348304,16
0,14.2,1,6,1,3780100,37.550114,0,0,1,20,36.7,55.920329,0,0,150840539,16
0,0,1,7,1,3785600,37.550114,0,0,1,14,36.4,55.920329,0,1,150348392,16
0,12.5,1,7,1,3785600,37.550114,0,0,1,20,36.4,55.920329,0,0,150840599,16
0,0,1,5,0,3792373,37.550114,0,0,1,20,30.8,55.920329,0,0,150840761,14
0,0,1,9,1,3808800,37.550114,0,0,1,14,36.8,55.920329,0,1,150348354,16
0,0,1,12,1,3877830,37.550114,0,0,1,15,39.2,55.920329,0,1,150348942,16
0,17.0,1,1,0,3990000,37.54012,0,0,1,15,26.0,55.886393,0,1,150784093,5
0,14.8,1,3,1,4000035,37.550114,0,0,1,20,38.5,55.920329,0,0,150840742,14
0,14.0,1,1,0,4000000,37.559011,1,0,1,15,20.0,55.823216,0,0,150486088,12
0,0,1,3,0,4017626,37.550114,0,0,1,20,32.2,55.920329,0,0,150840718,14
1,95.0,1,12,1,23397000,37.509532,0,0,3,5,141.8,55.853218,0,1,137914098,25
0,14.1,1,1,0,9759100,37.570465,1,0,1,15,37.9,55.781509,0,1,150150353,7
0,86.0,1,6,1,22500000,37.509532,0,0,3,0,141.0,55.853218,0,1,16451290,25
0,0,1,8,0,2921100,37.550114,0,0,1,20,27.3,55.920329,0,0,150840592,16
1,0,1,6,1,3012540,37.474049,0,0,1,0,25.5,55.871854,0,0,150873866,9
0,0,1,11,0,3024000,37.550114,0,0,1,20,28.8,55.920329,0,0,150840661,16
1,0,1,4,1,3083192,37.474049,0,0,1,0,27.0,55.871854,0,0,150873860,9
0,0,1,2,1,3274064,37.473391,1,0,1,20,27.2,55.869424,0,1,149893477,17
0,0,1,3,1,3425125,37.473391,1,0,1,20,27.5,55.869424,0,1,149893437,17
0,0,1,9,1,3511200,37.550114,0,0,1,14,33.6,55.920329,0,1,150348404,16
0,13.8,1,11,1,3511200,37.550114,0,0,1,20,33.6,55.920329,0,0,150840611,16
0,0,1,15,1,3513150,37.550114,0,0,1,14,33.3,55.920329,0,1,150348426,16
0,12.7,1,15,1,3513150,37.550114,0,0,1,20,33.3,55.920329,0,0,150840627,16
0,0,1,16,1,3538500,37.550114,0,0,1,14,33.7,55.920329,0,1,150396996,16
0,14.2,1,2,1,3562100,37.550114,0,0,1,20,35.8,55.920329,0,0,150840674,16
0,0,1,15,1,3666300,37.550114,0,0,1,14,36.3,55.920329,0,1,150348536,16
0,0,1,2,0,3707548,37.550114,0,0,1,20,32.8,55.920329,0,0,150840747,14
0,0,1,2,1,3743400,37.550114,0,0,1,14,36.7,55.920329,0,1,150348304,16
0,14.2,1,6,1,3780100,37.550114,0,0,1,20,36.7,55.920329,0,0,150840539,16
0,0,1,7,1,3785600,37.550114,0,0,1,14,36.4,55.920329,0,1,150348392,16
0,12.5,1,7,1,3785600,37.550114,0,0,1,20,36.4,55.920329,0,0,150840599,16
0,0,1,5,0,3792373,37.550114,0,0,1,20,30.8,55.920329,0,0,150840761,14
0,0,1,9,1,3808800,37.550114,0,0,1,14,36.8,55.920329,0,1,150348354,16
0,0,1,12,1,3877830,37.550114,0,0,1,15,39.2,55.920329,0,1,150348942,16
0,17.0,1,1,0,3990000,37.54012,0,0,1,15,26.0,55.886393,0,1,150784093,5
0,14.8,1,3,1,4000035,37.550114,0,0,1,20,38.5,55.920329,0,0,150840742,14
0,14.0,1,1,0,4000000,37.559011,1,0,1,15,20.0,55.823216,0,0,150486088,12
0,0,1,3,0,4017626,37.550114,0,0,1,20,32.2,55.920329,0,0,150840718,14
0,34.0,1,9,1,18300000,37.570968,1,0,2,11,54.0,55.810663,0,1,150605832,20
1,39.3,1,5,1,11900000,37.552687,0,0,3,0,61.0,55.777003,0,0,149596562,12
0,19.0,1,10,1,7500000,37.518389,0,0,1,10,39.0,55.851591,0,0,149873620,17
0,0,1,8,0,2921100,37.550114,0,0,1,20,27.3,55.920329,0,0,150840592,16
1,0,1,6,1,3012540,37.474049,0,0,1,0,25.5,55.871854,0,0,150873866,9
0,0,1,11,0,3024000,37.550114,0,0,1,20,28.8,55.920329,0,0,150840661,16
1,0,1,4,1,3083192,37.474049,0,0,1,0,27.0,55.871854,0,0,150873860,9
0,0,1,2,1,3274064,37.473391,1,0,1,20,27.2,55.869424,0,1,149893477,17
0,0,1,3,1,3425125,37.473391,1,0,1,20,27.5,55.869424,0,1,149893437,17
0,0,1,9,1,3511200,37.550114,0,0,1,14,33.6,55.920329,0,1,150348404,16
0,13.8,1,11,1,3511200,37.550114,0,0,1,20,33.6,55.920329,0,0,150840611,16
0,0,1,15,1,3513150,37.550114,0,0,1,14,33.3,55.920329,0,1,150348426,16
0,12.7,1,15,1,3513150,37.550114,0,0,1,20,33.3,55.920329,0,0,150840627,16
0,0,1,16,1,3538500,37.550114,0,0,1,14,33.7,55.920329,0,1,150396996,16
0,14.2,1,2,1,3562100,37.550114,0,0,1,20,35.8,55.920329,0,0,150840674,16
0,0,1,15,1,3666300,37.550114,0,0,1,14,36.3,55.920329,0,1,150348536,16
0,0,1,2,0,3707548,37.550114,0,0,1,20,32.8,55.920329,0,0,150840747,14
0,0,1,2,1,3743400,37.550114,0,0,1,14,36.7,55.920329,0,1,150348304,16
0,14.2,1,6,1,3780100,37.550114,0,0,1,20,36.7,55.920329,0,0,150840539,16
0,0,1,7,1,3785600,37.550114,0,0,1,14,36.4,55.920329,0,1,150348392,16
0,12.5,1,7,1,3785600,37.550114,0,0,1,20,36.4,55.920329,0,0,150840599,16
0,0,1,5,0,3792373,37.550114,0,0,1,20,30.8,55.920329,0,0,150840761,14
0,0,1,9,1,3808800,37.550114,0,0,1,14,36.8,55.920329,0,1,150348354,16
0,0,1,12,1,3877830,37.550114,0,0,1,15,39.2,55.920329,0,1,150348942,16
0,17.0,1,1,0,3990000,37.54012,0,0,1,15,26.0,55.886393,0,1,150784093,5
0,14.8,1,3,1,4000035,37.550114,0,0,1,20,38.5,55.920329,0,0,150840742,14
0,14.0,1,1,0,4000000,37.559011,1,0,1,15,20.0,55.823216,0,0,150486088,12
0,0,1,3,0,4017626,37.550114,0,0,1,20,32.2,55.920329,0,0,150840718,14
0,25.0,1,8,0,8210250,37.524314,0,0,1,10,45.8,55.790647,0,1,147828600,14
1,17.3,1,5,1,5625000,37.569432,1,0,1,11,31.0,55.824208,0,1,150724444,5
0,90.0,1,4,0,28990000,37.545294,1,0,4,10,118.0,55.806241,0,0,148931070,32
0,0,1,8,0,2921100,37.550114,0,0,1,20,27.3,55.920329,0,0,150840592,16
1,0,1,6,1,3012540,37.474049,0,0,1,0,25.5,55.871854,0,0,150873866,9
0,0,1,11,0,3024000,37.550114,0,0,1,20,28.8,55.920329,0,0,150840661,16
1,0,1,4,1,3083192,37.474049,0,0,1,0,27.0,55.871854,0,0,150873860,9
0,0,1,2,1,3274064,37.473391,1,0,1,20,27.2,55.869424,0,1,149893477,17
0,0,1,3,1,3425125,37.473391,1,0,1,20,27.5,55.869424,0,1,149893437,17
0,0,1,9,1,3511200,37.550114,0,0,1,14,33.6,55.920329,0,1,150348404,16
0,13.8,1,11,1,3511200,37.550114,0,0,1,20,33.6,55.920329,0,0,150840611,16
0,0,1,15,1,3513150,37.550114,0,0,1,14,33.3,55.920329,0,1,150348426,16
0,12.7,1,15,1,3513150,37.550114,0,0,1,20,33.3,55.920329,0,0,150840627,16
0,0,1,16,1,3538500,37.550114,0,0,1,14,33.7,55.920329,0,1,150396996,16
